Player,team_name_college,true_shooting_pct_college,effective_field_goal_pct_college,total_shooting_pct_college,off_reb_rate_college,def_reb_rate_college,tot_reb_rate_college,assist_rate_college,turnover_rate_college,steal_rate_college,block_rate_college,usage_rate_college,pure_point_rating_college,points_per_shot_college,off_rating_college,def_rating_college,net_rating_college,floor_impact_counter_college,PER_college,true_shooting_pct,effective_field_goal_pct,total_shooting_pct,pure_point_rating,points_per_shot,off_rating,def_rating,net_rating,floor_impact_counter,PER
Ky Bowman,BC,.533,.499,159.1,0.024,0.177,0.10099999999999999,0.244,0.162,0.022000000000000002,0.01,0.256,-0.1,1.2,106.0,103.0,2.9,438.1,17.6,0.533,0.499,159.1,-0.1,1.2,106,103,2.9,438.1,17.6
Alpha Diallo,PROV,.529,.488,141.4,0.079,0.166,0.122,0.158,0.13,0.019,0.01,0.23600000000000002,-1.2,1.2,108.4,103.1,5.3,303.2,17.6,0.529,0.488,141.4,-1.2,1.2,108.4,103.1,5.3,303.2,17.6
Kahron Ross,LU,.591,.567,165.3,0.019,0.084,0.052000000000000005,0.244,0.141,0.024,0.006,0.19899999999999998,3.0,1.3,118.3,108.2,10.2,301.6,17.6,0.591,0.567,165.3,3,1.3,118.3,108.2,10.2,301.6,17.6
Aaron Brennan,IUPUI,.548,.512,160.6,0.051,0.151,0.098,0.135,0.135,0.022000000000000002,0.027999999999999997,0.239,-2.6,1.2,108.2,104.4,3.8,232.6,17.6,0.548,0.512,160.6,-2.6,1.2,108.2,104.4,3.8,232.6,17.6
Isaiah Wilkins,UVA,.528,.494,141.7,0.098,0.188,0.14400000000000002,0.106,0.131,0.027999999999999997,0.071,0.13699999999999998,0.8,1.2,116.5,83.9,32.6,309.4,17.6,0.528,0.494,141.7,0.8,1.2,116.5,83.9,32.6,309.4,17.6
Barry Brown,KSU,.547,.496,153.9,0.022000000000000002,0.09,0.055999999999999994,0.19699999999999998,0.15,0.031,0.005,0.264,-1.2,1.3,106.0,101.8,4.3,331.8,17.6,0.547,0.496,153.9,-1.2,1.3,106,101.8,4.3,331.8,17.6
Quatarrius Wilson,MSU,.538,.518,136.1,0.128,0.222,0.17600000000000002,0.086,0.188,0.013999999999999999,0.03,0.19399999999999998,-4.5,1.3,105.7,99.4,6.3,329.1,17.6,0.538,0.518,136.1,-4.5,1.3,105.7,99.4,6.3,329.1,17.6
Mike Smith,COM,.509,.450,154.0,0.013999999999999999,0.071,0.042,0.263,0.11199999999999999,0.019,0.001,0.281,2.5,1.2,109.1,111.8,-2.7,250.9,17.6,0.509,0.45,154,2.5,1.2,109.1,111.8,-2.7,250.9,17.6
Chuma Okeke,AU,.561,.542,152.1,0.10099999999999999,0.193,0.146,0.096,0.106,0.017,0.039,0.162,-0.2,1.3,121.9,98.6,23.3,274.6,17.6,0.561,0.542,152.1,-0.2,1.3,121.9,98.6,23.3,274.6,17.6
Desmond Williams,FAMU,.506,.449,144.6,0.055,0.14400000000000002,0.098,0.126,0.141,0.019,0.021,0.294,-4.8,1.2,99.9,110.2,-10.3,316.8,17.6,0.506,0.449,144.6,-4.8,1.2,99.9,110.2,-10.3,316.8,17.6
Phil Carr,MSU,.514,.447,154.6,0.09300000000000001,0.222,0.154,0.081,0.114,0.012,0.024,0.21600000000000003,-2.6,1.2,110.4,102.5,7.9,340.5,17.6,0.514,0.447,154.6,-2.6,1.2,110.4,102.5,7.9,340.5,17.6
Kamar Baldwin,BU,.523,.494,154.8,0.013000000000000001,0.165,0.08900000000000001,0.174,0.125,0.026000000000000002,0.015,0.255,-0.1,1.2,105.5,100.8,4.7,346.2,17.5,0.523,0.494,154.8,-0.1,1.2,105.5,100.8,4.7,346.2,17.5
Khadeen Carrington,SHU,.546,.483,161.2,0.02,0.085,0.053,0.24,0.14,0.018000000000000002,0.01,0.243,1.8,1.3,114.7,106.3,8.4,328.1,17.5,0.546,0.483,161.2,1.8,1.3,114.7,106.3,8.4,328.1,17.5
Shannon Evans,ASU,.551,.494,160.3,0.011000000000000001,0.092,0.052000000000000005,0.183,0.099,0.022000000000000002,0.009000000000000001,0.233,1.9,1.3,116.1,104.7,11.4,329.1,17.5,0.551,0.494,160.3,1.9,1.3,116.1,104.7,11.4,329.1,17.5
B.J. Stith,ODU,.559,.515,168.2,0.026000000000000002,0.17800000000000002,0.10099999999999999,0.11,0.109,0.015,0.006,0.233,-1.4,1.3,112.6,95.2,17.4,295.6,17.5,0.559,0.515,168.2,-1.4,1.3,112.6,95.2,17.4,295.6,17.5
Steven Whitley,NSU,.525,.494,144.8,0.05,0.168,0.10800000000000001,0.32899999999999996,0.20800000000000002,0.031,0.005,0.243,0.2,1.3,103.7,97.8,5.9,329.8,17.5,0.525,0.494,144.8,0.2,1.3,103.7,97.8,5.9,329.8,17.5
Joseph Lopez,SHU,.482,.483,98.4,0.14300000000000002,0.23800000000000002,0.19,0.076,0.145,0.013999999999999999,0.019,0.27,-5.8,1.1,97.2,100.5,-3.4,266.9,17.5,0.482,0.483,98.4,-5.8,1.1,97.2,100.5,-3.4,266.9,17.5
Terence Davis,UM,.511,.483,144.4,0.055,0.19,0.121,0.162,0.14300000000000002,0.019,0.036000000000000004,0.278,-3.2,1.1,101.2,105.7,-4.5,279.9,17.5,0.511,0.483,144.4,-3.2,1.1,101.2,105.7,-4.5,279.9,17.5
Jordan Jones,CSU,.706,.735,132.1,0.10400000000000001,0.155,0.128,0.025,0.24,0.011000000000000001,0.107,0.158,-6.9,1.9,115.0,97.8,17.2,141.0,17.5,0.706,0.735,132.1,-6.9,1.9,115,97.8,17.2,141,17.5
Colton Weisbrod,LU,.526,.485,153.5,0.087,0.18,0.131,0.109,0.126,0.019,0.006,0.222,-2.2,1.3,110.1,97.1,13.1,355.2,17.5,0.526,0.485,153.5,-2.2,1.3,110.1,97.1,13.1,355.2,17.5
Jordan Goodwin,SLU,.448,.405,129.8,0.08900000000000001,0.17300000000000001,0.13,0.27399999999999997,0.14300000000000002,0.036000000000000004,0.022000000000000002,0.231,1.5,1.0,101.3,94.8,6.5,290.5,17.5,0.448,0.405,129.8,1.5,1,101.3,94.8,6.5,290.5,17.5
Mike Morsell,TU,.537,.508,150.9,0.059000000000000004,0.11199999999999999,0.085,0.066,0.11800000000000001,0.021,0.018000000000000002,0.26,-4.1,1.2,110.0,103.1,7.0,219.4,17.5,0.537,0.508,150.9,-4.1,1.2,110,103.1,7,219.4,17.5
Brandon Murphy,ISU,.625,.604,124.5,0.139,0.13699999999999998,0.138,0.08199999999999999,0.207,0.013000000000000001,0.033,0.183,-5.0,1.8,116.1,102.4,13.7,200.8,17.5,0.625,0.604,124.5,-5,1.8,116.1,102.4,13.7,200.8,17.5
Jaron Hopkins,CSUF,.534,.522,145.2,0.039,0.21100000000000002,0.124,0.2,0.182,0.028999999999999998,0.015,0.23399999999999999,-1.1,1.2,102.9,98.8,4.1,228.5,17.5,0.534,0.522,145.2,-1.1,1.2,102.9,98.8,4.1,228.5,17.5
K.J. Feagin,SCU,.545,.510,168.3,0.013000000000000001,0.068,0.039,0.294,0.126,0.015,0.003,0.287,1.1,1.2,107.0,112.7,-5.7,266.6,17.4,0.545,0.51,168.3,1.1,1.2,107,112.7,-5.7,266.6,17.4
T.K. Edogi,IC,.596,.571,148.5,0.125,0.212,0.16899999999999998,0.032,0.16899999999999998,0.012,0.049,0.18100000000000002,-4.9,1.3,112.5,102.1,10.4,292.2,17.4,0.596,0.571,148.5,-4.9,1.3,112.5,102.1,10.4,292.2,17.4
Jared Harper,AU,.556,.459,153.7,0.013999999999999999,0.073,0.043,0.319,0.151,0.021,0.001,0.214,4.7,1.5,119.9,104.2,15.7,329.8,17.4,0.556,0.459,153.7,4.7,1.5,119.9,104.2,15.7,329.8,17.4
Branden Johnson,ASU,.580,.643,101.3,0.107,0.196,0.149,0.023,0.153,0.013000000000000001,0.068,0.155,-4.2,1.5,110.2,106.1,4.1,260.8,17.4,0.58,0.643,101.3,-4.2,1.5,110.2,106.1,4.1,260.8,17.4
Trey Wade,UTEP,.525,.537,116.1,0.071,0.187,0.13,0.046,0.095,0.013000000000000001,0.061,0.222,-2.7,1.1,102.2,100.1,2.1,139.2,17.4,0.525,0.537,116.1,-2.7,1.1,102.2,100.1,2.1,139.2,17.4
Jerome Desrosiers,PRIN,.609,.591,162.0,0.063,0.156,0.109,0.126,0.121,0.009000000000000001,0.003,0.20600000000000002,-0.4,1.3,119.4,106.3,13.0,124.6,17.4,0.609,0.591,162,-0.4,1.3,119.4,106.3,13,124.6,17.4
Payton Pritchard,UO,.583,.554,163.3,0.017,0.114,0.066,0.253,0.145,0.023,0,0.20800000000000002,3.0,1.3,118.7,104.9,13.8,394.8,17.4,0.583,0.554,163.3,3,1.3,118.7,104.9,13.8,394.8,17.4
Prokop Slanina,FORD,.577,.558,163.1,0.057999999999999996,0.136,0.096,0.11699999999999999,0.122,0.023,0.044000000000000004,0.215,-1.8,1.3,107.2,103.9,3.3,267.6,17.4,0.577,0.558,163.1,-1.8,1.3,107.2,103.9,3.3,267.6,17.4
George Willborn,UTSA,.520,.498,138.3,0.099,0.157,0.128,0.133,0.142,0.021,0.013000000000000001,0.242,-2.4,1.3,106.7,100.1,6.6,187.9,17.4,0.52,0.498,138.3,-2.4,1.3,106.7,100.1,6.6,187.9,17.4
Jailen Gill,UTM,.611,.607,121.9,0.113,0.177,0.146,0.059000000000000004,0.213,0.016,0.085,0.193,-6.3,1.4,106.0,100.4,5.6,144.9,17.4,0.611,0.607,121.9,-6.3,1.4,106,100.4,5.6,144.9,17.4
Kimani Jackson,NSU,.663,.649,157.3,0.128,0.17,0.149,0.031,0.204,0.018000000000000002,0.039,0.175,-6.0,1.7,117.8,97.2,20.6,225.2,17.4,0.663,0.649,157.3,-6,1.7,117.8,97.2,20.6,225.2,17.4
Tamas Bruce,ASU,.557,.531,116.4,0.13699999999999998,0.16699999999999998,0.151,0.035,0.161,0.019,0.033,0.209,-5.6,1.4,110.2,109.3,0.8,190.5,17.4,0.557,0.531,116.4,-5.6,1.4,110.2,109.3,0.8,190.5,17.4
Jaylen Shaw,CCU,.525,.465,150.8,0.012,0.10300000000000001,0.057999999999999996,0.385,0.19899999999999998,0.03,0.001,0.28,0.3,1.3,104.2,100.6,3.6,287.9,17.4,0.525,0.465,150.8,0.3,1.3,104.2,100.6,3.6,287.9,17.4
Ty Jerome,UVA,.539,.513,170.5,0.013999999999999999,0.113,0.064,0.255,0.138,0.035,0.001,0.217,3.8,1.1,110.4,89.3,21.0,286.0,17.4,0.539,0.513,170.5,3.8,1.1,110.4,89.3,21,286,17.4
Nijal Pearson,TSU,.498,.460,143.2,0.07400000000000001,0.15,0.111,0.17600000000000002,0.13699999999999998,0.025,0.015,0.285,-2.6,1.1,102.5,98.1,4.4,305.4,17.4,0.498,0.46,143.2,-2.6,1.1,102.5,98.1,4.4,305.4,17.4
Joel Berry,UNC,.530,.485,163.3,0.018000000000000002,0.094,0.057,0.171,0.105,0.02,0.011000000000000001,0.254,0.8,1.2,114.6,104.4,10.1,351.1,17.4,0.53,0.485,163.3,0.8,1.2,114.6,104.4,10.1,351.1,17.4
LaMontray Harris,MSU,.559,.509,158.7,0.105,0.209,0.155,0.091,0.17600000000000002,0.012,0.018000000000000002,0.25,-6.4,1.3,106.2,104.7,1.5,181.6,17.4,0.559,0.509,158.7,-6.4,1.3,106.2,104.7,1.5,181.6,17.4
Egor Koulechov,UF,.543,.504,167.5,0.059000000000000004,0.17800000000000002,0.11699999999999999,0.078,0.09300000000000001,0.012,0.004,0.231,-1.7,1.2,112.9,101.8,11.0,305.0,17.4,0.543,0.504,167.5,-1.7,1.2,112.9,101.8,11,305,17.4
Remy Martin,ASU,.549,.502,158.0,0.033,0.106,0.07,0.225,0.133,0.026000000000000002,0.003,0.20800000000000002,2.5,1.3,114.9,103.4,11.5,237.5,17.4,0.549,0.502,158,2.5,1.3,114.9,103.4,11.5,237.5,17.4
Markus Golder,VAL,.605,.568,175.3,0.045,0.17300000000000001,0.111,0.125,0.166,0.02,0.025,0.21,-3.0,1.4,111.4,96.6,14.8,222.1,17.4,0.605,0.568,175.3,-3,1.4,111.4,96.6,14.8,222.1,17.4
Fatodd Lewis,UTM,.517,.486,143.2,0.085,0.19899999999999998,0.14400000000000002,0.095,0.145,0.021,0.026000000000000002,0.245,-4.0,1.2,102.5,102.3,0.2,271.0,17.4,0.517,0.486,143.2,-4,1.2,102.5,102.3,0.2,271,17.4
Chris Knight,DART,.539,.520,113.1,0.076,0.157,0.11699999999999999,0.13,0.17600000000000002,0.018000000000000002,0.059000000000000004,0.282,-6.0,1.3,97.6,103.5,-5.9,149.1,17.3,0.539,0.52,113.1,-6,1.3,97.6,103.5,-5.9,149.1,17.3
Joseph Chartouny,FORD,.484,.436,135.2,0.025,0.166,0.09300000000000001,0.29100000000000004,0.159,0.055,0.01,0.22699999999999998,2.0,1.1,96.9,97.5,-0.5,341.0,17.3,0.484,0.436,135.2,2,1.1,96.9,97.5,-0.5,341,17.3
Jaelan Sanford,U of T,.584,.538,170.1,0.021,0.086,0.055,0.168,0.11599999999999999,0.01,0.015,0.23,0.5,1.3,117.2,109.6,7.5,335.8,17.3,0.584,0.538,170.1,0.5,1.3,117.2,109.6,7.5,335.8,17.3
Lamar Stevens,PSU,.527,.495,148.0,0.049,0.162,0.106,0.11599999999999999,0.132,0.011000000000000001,0.036000000000000004,0.26,-3.0,1.2,105.5,99.2,6.3,365.9,17.3,0.527,0.495,148,-3,1.2,105.5,99.2,6.3,365.9,17.3
Makinde London,UTC,.508,.466,146.4,0.062,0.26,0.158,0.172,0.18100000000000002,0.02,0.033,0.324,-6.9,1.2,94.6,100.5,-5.9,233.4,17.3,0.508,0.466,146.4,-6.9,1.2,94.6,100.5,-5.9,233.4,17.3
Conner Frankamp,WSU,.558,.529,179.2,0.006,0.077,0.042,0.172,0.039,0.018000000000000002,0.008,0.201,4.7,1.2,127.6,104.5,23.1,216.9,17.3,0.558,0.529,179.2,4.7,1.2,127.6,104.5,23.1,216.9,17.3
Wesley Person,TU,.587,.535,161.8,0.021,0.071,0.047,0.109,0.11,0.012,0.001,0.248,-1.9,1.4,116.1,109.0,7.1,276.1,17.3,0.587,0.535,161.8,-1.9,1.4,116.1,109,7.1,276.1,17.3
Glenn Sanabria,SFC,.567,.559,146.3,0.035,0.08900000000000001,0.061,0.21100000000000002,0.091,0.019,0.011000000000000001,0.192,3.2,1.3,120.8,107.9,12.9,259.8,17.3,0.567,0.559,146.3,3.2,1.3,120.8,107.9,12.9,259.8,17.3
Sterling Taplin,TU,.561,.531,155.3,0.006999999999999999,0.133,0.073,0.349,0.188,0.019,0.006,0.233,1.8,1.3,109.4,101.1,8.3,264.6,17.3,0.561,0.531,155.3,1.8,1.3,109.4,101.1,8.3,264.6,17.3
A.J. Davis,UCF,.542,.491,145.5,0.07,0.196,0.134,0.157,0.157,0.017,0.013000000000000001,0.217,-2.1,1.4,107.6,92.5,15.0,315.6,17.3,0.542,0.491,145.5,-2.1,1.4,107.6,92.5,15,315.6,17.3
Mario Matasovic,SHU,.619,.598,162.4,0.087,0.16699999999999998,0.127,0.102,0.19899999999999998,0.012,0.02,0.20800000000000002,-5.3,1.4,110.1,103.1,7.0,261.0,17.3,0.619,0.598,162.4,-5.3,1.4,110.1,103.1,7,261,17.3
Trevor Stumpe,WC,.606,.564,175.1,0.06,0.133,0.09699999999999999,0.155,0.14,0.019,0.005,0.205,-0.1,1.4,119.7,105.6,14.1,226.2,17.3,0.606,0.564,175.1,-0.1,1.4,119.7,105.6,14.1,226.2,17.3
Corey Davis,U of H,.621,.597,168.0,0.025,0.087,0.057,0.147,0.11900000000000001,0.017,0.001,0.198,0.6,1.4,125.1,98.9,26.2,297.6,17.3,0.621,0.597,168,0.6,1.4,125.1,98.9,26.2,297.6,17.3
Michal Cekovsky,UMD,.670,.670,130.8,0.083,0.127,0.107,0.049,0.172,0.008,0.062,0.179,-4.6,1.6,118.7,99.9,18.8,132.1,17.3,0.67,0.67,130.8,-4.6,1.6,118.7,99.9,18.8,132.1,17.3
Eric Paschall,VILL,.637,.600,170.2,0.077,0.128,0.10400000000000001,0.11599999999999999,0.16899999999999998,0.018000000000000002,0.022000000000000002,0.16899999999999998,-0.8,1.5,125.4,100.1,25.3,362.5,17.3,0.637,0.6,170.2,-0.8,1.5,125.4,100.1,25.3,362.5,17.3
Gerdarius Troutman,FAU,.586,.546,170.7,0.017,0.083,0.049,0.085,0.066,0.018000000000000002,0.005,0.201,0.0,1.3,121.6,101.9,19.6,228.5,17.3,0.586,0.546,170.7,0,1.3,121.6,101.9,19.6,228.5,17.3
Maurice Rivers,JSU,.462,.415,138.2,0.077,0.182,0.122,0.12,0.11699999999999999,0.018000000000000002,0.045,0.325,-4.8,1.1,95.7,100.7,-5.1,174.1,17.3,0.462,0.415,138.2,-4.8,1.1,95.7,100.7,-5.1,174.1,17.3
Brandon Hollins,PSU,.587,.564,141.5,0.098,0.235,0.16,0.046,0.12300000000000001,0.02,0.006999999999999999,0.163,-2.5,1.4,119.9,101.1,18.8,274.6,17.3,0.587,0.564,141.5,-2.5,1.4,119.9,101.1,18.8,274.6,17.3
Abdul Lewis,NJIT,.564,.530,156.5,0.122,0.228,0.174,0.133,0.221,0.006999999999999999,0.031,0.23,-5.8,1.4,104.7,101.3,3.4,281.5,17.2,0.564,0.53,156.5,-5.8,1.4,104.7,101.3,3.4,281.5,17.2
Rasheen Dunn,SFC,.493,.442,144.2,0.025,0.2,0.107,0.171,0.11699999999999999,0.026000000000000002,0.001,0.284,-1.6,1.1,100.5,103.5,-3.0,263.0,17.2,0.493,0.442,144.2,-1.6,1.1,100.5,103.5,-3,263,17.2
Deion Holmes,USCU,.562,.534,158.0,0.059000000000000004,0.102,0.079,0.107,0.162,0.011000000000000001,0.004,0.304,-6.6,1.2,102.7,122.4,-19.7,211.0,17.2,0.562,0.534,158,-6.6,1.2,102.7,122.4,-19.7,211,17.2
John Davis,FU,.590,.564,162.9,0.018000000000000002,0.092,0.055,0.166,0.129,0.028999999999999998,0.002,0.19899999999999998,1.0,1.3,116.5,98.2,18.3,269.8,17.2,0.59,0.564,162.9,1,1.3,116.5,98.2,18.3,269.8,17.2
Christian Sengfelder,BSU,.589,.570,159.5,0.09,0.182,0.13699999999999998,0.042,0.11599999999999999,0.012,0.011000000000000001,0.198,-3.1,1.3,117.7,97.3,20.4,287.1,17.2,0.589,0.57,159.5,-3.1,1.3,117.7,97.3,20.4,287.1,17.2
Jalan McCloud,ETSU,.569,.537,161.2,0.021,0.099,0.062,0.257,0.187,0.024,0.01,0.243,-0.3,1.3,108.2,97.6,10.6,251.8,17.2,0.569,0.537,161.2,-0.3,1.3,108.2,97.6,10.6,251.8,17.2
Elijah Pemberton,HOF,.589,.536,161.5,0.052000000000000005,0.109,0.08,0.114,0.131,0.011000000000000001,0.005,0.21899999999999997,-1.6,1.5,119.1,112.7,6.4,283.1,17.2,0.589,0.536,161.5,-1.6,1.5,119.1,112.7,6.4,283.1,17.2
Romone Saunders,WC,.522,.498,146.8,0.062,0.165,0.11199999999999999,0.134,0.132,0.023,0.01,0.242,-2.3,1.2,108.4,98.9,9.5,235.9,17.2,0.522,0.498,146.8,-2.3,1.2,108.4,98.9,9.5,235.9,17.2
Sam McDaniel,ULM,.563,.525,164.2,0.042,0.16,0.10099999999999999,0.129,0.139,0.018000000000000002,0.011000000000000001,0.24600000000000002,-2.5,1.3,108.5,101.0,7.5,306.8,17.2,0.563,0.525,164.2,-2.5,1.3,108.5,101,7.5,306.8,17.2
Anthony Townes,PAC,.574,.549,127.6,0.102,0.129,0.115,0.035,0.13699999999999998,0.026000000000000002,0.036000000000000004,0.195,-4.2,1.3,111.9,105.6,6.4,178.9,17.2,0.574,0.549,127.6,-4.2,1.3,111.9,105.6,6.4,178.9,17.2
Temidayo Yussef,LBSU,.488,.442,105.5,0.157,0.223,0.19,0.14300000000000002,0.182,0.016,0.022000000000000002,0.292,-6.4,1.3,99.0,106.0,-7.0,166.6,17.2,0.488,0.442,105.5,-6.4,1.3,99,106,-7,166.6,17.2
Matt Mobley,STBN,.589,.536,165.2,0.018000000000000002,0.132,0.076,0.132,0.136,0.017,0.004,0.24,-2.1,1.4,114.0,102.6,11.4,352.4,17.2,0.589,0.536,165.2,-2.1,1.4,114,102.6,11.4,352.4,17.2
Arkim Robertson,CSUF,.653,.643,129.4,0.134,0.18899999999999997,0.163,0.027999999999999997,0.195,0.013000000000000001,0.059000000000000004,0.163,-5.3,1.7,117.9,96.8,21.1,158.6,17.2,0.653,0.643,129.4,-5.3,1.7,117.9,96.8,21.1,158.6,17.2
Jordan Barnett,MU,.618,.579,175.4,0.057,0.13699999999999998,0.1,0.068,0.12300000000000001,0.012,0.019,0.193,-2.5,1.4,121.6,101.9,19.7,327.0,17.2,0.618,0.579,175.4,-2.5,1.4,121.6,101.9,19.7,327,17.2
Eugene Omoruyi,RU,.493,.473,101.4,0.10400000000000001,0.147,0.125,0.096,0.146,0.024,0.04,0.217,-3.5,1.2,101.3,93.3,8.0,200.4,17.2,0.493,0.473,101.4,-3.5,1.2,101.3,93.3,8,200.4,17.2
Jaire Grayer,GMU,.509,.490,147.9,0.066,0.20199999999999999,0.134,0.087,0.113,0.024,0.03,0.22399999999999998,-2.2,1.1,104.2,103.0,1.2,315.6,17.2,0.509,0.49,147.9,-2.2,1.1,104.2,103,1.2,315.6,17.2
Lavone Holland II,NKU,.543,.493,159.7,0.021,0.127,0.078,0.266,0.16899999999999998,0.02,0.008,0.254,1.1,1.2,108.0,96.0,12.0,300.8,17.2,0.543,0.493,159.7,1.1,1.2,108,96,12,300.8,17.2
Anthony Tarke,NJIT,.487,.455,133.1,0.054000000000000006,0.174,0.11199999999999999,0.124,0.114,0.023,0.027000000000000003,0.27699999999999997,-2.3,1.1,101.2,101.1,0.1,275.0,17.2,0.487,0.455,133.1,-2.3,1.1,101.2,101.1,0.1,275,17.2
Nick Hopkins,BEL,.596,.587,156.6,0.034,0.107,0.073,0.10400000000000001,0.084,0.023,0.002,0.217,0.1,1.2,117.6,101.1,16.4,130.5,17.2,0.596,0.587,156.6,0.1,1.2,117.6,101.1,16.4,130.5,17.2
Christian Terrell,FGC,.636,.612,174.9,0.038,0.145,0.095,0.16899999999999998,0.191,0.015,0.011000000000000001,0.19,-0.9,1.4,117.0,99.7,17.3,347.5,17.2,0.636,0.612,174.9,-0.9,1.4,117,99.7,17.3,347.5,17.2
Jimmy Whitt,SMU,.516,.498,136.8,0.054000000000000006,0.134,0.09300000000000001,0.213,0.139,0.034,0.019,0.18899999999999997,2.2,1.2,111.1,97.3,13.9,331.6,17.2,0.516,0.498,136.8,2.2,1.2,111.1,97.3,13.9,331.6,17.2
Qiydar Davis,ISU,.568,.530,159.7,0.053,0.158,0.10300000000000001,0.087,0.15,0.035,0.027999999999999997,0.207,-3.6,1.3,108.3,97.0,11.3,219.8,17.2,0.568,0.53,159.7,-3.6,1.3,108.3,97,11.3,219.8,17.2
Matisse Thybulle,UW,.553,.536,152.4,0.032,0.075,0.054000000000000006,0.155,0.18100000000000002,0.052000000000000005,0.048,0.191,-1.5,1.2,104.9,97.6,7.3,325.8,17.2,0.553,0.536,152.4,-1.5,1.2,104.9,97.6,7.3,325.8,17.2
Ross Cummings,MER,.611,.589,162.4,0.013000000000000001,0.102,0.059000000000000004,0.059000000000000004,0.07400000000000001,0.01,0.003,0.23199999999999998,-1.5,1.4,122.5,107.4,15.1,116.5,17.1,0.611,0.589,162.4,-1.5,1.4,122.5,107.4,15.1,116.5,17.1
Danny Pippen,KSU,.529,.484,156.7,0.113,0.23600000000000002,0.174,0.052000000000000005,0.16,0.01,0.079,0.20199999999999999,-4.9,1.2,106.6,98.7,7.9,250.5,17.1,0.529,0.484,156.7,-4.9,1.2,106.6,98.7,7.9,250.5,17.1
Tevonn Walker,VAL,.502,.442,144.8,0.045,0.134,0.091,0.12,0.10400000000000001,0.032,0.003,0.26899999999999996,-1.9,1.2,104.2,95.5,8.8,227.5,17.1,0.502,0.442,144.8,-1.9,1.2,104.2,95.5,8.8,227.5,17.1
Justin Coleman,SU,.563,.521,161.4,0.013000000000000001,0.09,0.052000000000000005,0.374,0.185,0.02,0,0.226,4.9,1.3,112.7,117.4,-4.7,351.1,17.1,0.563,0.521,161.4,4.9,1.3,112.7,117.4,-4.7,351.1,17.1
Desmond Bane,TCU,.671,.649,178.0,0.019,0.142,0.08199999999999999,0.14,0.158,0.018000000000000002,0.008,0.18100000000000002,-0.3,1.5,124.1,107.1,17.0,309.8,17.1,0.671,0.649,178,-0.3,1.5,124.1,107.1,17,309.8,17.1
Eddie Keith,TU,.524,.518,129.5,0.079,0.147,0.113,0.153,0.14400000000000002,0.02,0.054000000000000006,0.195,-0.1,1.2,110.9,100.0,10.9,241.9,17.1,0.524,0.518,129.5,-0.1,1.2,110.9,100,10.9,241.9,17.1
Lukas Meisner,COM,.604,.601,151.3,0.057,0.245,0.15,0.126,0.171,0.011000000000000001,0.019,0.2,-2.5,1.3,111.4,105.7,5.7,240.5,17.1,0.604,0.601,151.3,-2.5,1.3,111.4,105.7,5.7,240.5,17.1
Courtney Stockard,STBN,.567,.517,158.3,0.047,0.182,0.115,0.146,0.17300000000000001,0.025,0.016,0.228,-3.1,1.4,107.5,98.4,9.1,286.9,17.1,0.567,0.517,158.3,-3.1,1.4,107.5,98.4,9.1,286.9,17.1
Trey Phills,YALE,.605,.570,153.1,0.063,0.128,0.095,0.13,0.156,0.023,0.028999999999999998,0.18100000000000002,-0.9,1.5,116.4,103.7,12.7,261.4,17.1,0.605,0.57,153.1,-0.9,1.5,116.4,103.7,12.7,261.4,17.1
Aaron Jordan,U of I,.645,.600,177.4,0.073,0.12,0.094,0.066,0.133,0.024,0.013000000000000001,0.16899999999999998,-2.2,1.5,127.6,103.6,24.0,184.5,17.1,0.645,0.6,177.4,-2.2,1.5,127.6,103.6,24,184.5,17.1
Takal Molson,CAN,.552,.515,149.6,0.073,0.129,0.10099999999999999,0.165,0.156,0.023,0.016,0.23199999999999998,-1.3,1.3,110.5,101.2,9.2,294.4,17.1,0.552,0.515,149.6,-1.3,1.3,110.5,101.2,9.2,294.4,17.1
Muhammad-Ali Abdur-Rahkman,UM,.554,.519,155.8,0.023,0.111,0.067,0.172,0.059000000000000004,0.015,0.005,0.192,4.3,1.3,122.4,98.8,23.6,405.1,17.1,0.554,0.519,155.8,4.3,1.3,122.4,98.8,23.6,405.1,17.1
Joe Hugley,CCSU,.595,.559,161.1,0.069,0.179,0.125,0.045,0.17,0.011000000000000001,0.031,0.267,-7.7,1.4,106.8,105.7,1.1,144.1,17.1,0.595,0.559,161.1,-7.7,1.4,106.8,105.7,1.1,144.1,17.1
De'Monte Buckingham,RICH,.555,.502,154.0,0.064,0.22,0.14,0.21,0.195,0.019,0.013000000000000001,0.23,-1.2,1.3,105.4,108.0,-2.7,315.4,17.1,0.555,0.502,154,-1.2,1.3,105.4,108,-2.7,315.4,17.1
Derek Ogbeide,UGA,.578,.591,106.3,0.09699999999999999,0.209,0.155,0.07,0.162,0.009000000000000001,0.044000000000000004,0.168,-3.5,1.3,109.9,97.2,12.7,237.6,17.1,0.578,0.591,106.3,-3.5,1.3,109.9,97.2,12.7,237.6,17.1
Antwain Johnson,MTSU,.566,.524,169.4,0.024,0.081,0.052000000000000005,0.153,0.102,0.018000000000000002,0.006999999999999999,0.228,0.8,1.3,117.1,99.7,17.4,174.9,17.0,0.566,0.524,169.4,0.8,1.3,117.1,99.7,17.4,174.9,17
