"","Player","team_name_college","true_shooting_pct_college","effective_field_goal_pct_college","total_shooting_pct_college","off_reb_rate_college","def_reb_rate_college","tot_reb_rate_college","assist_rate_college","turnover_rate_college","steal_rate_college","block_rate_college","usage_rate_college","pure_point_rating_college","points_per_shot_college","off_rating_college","def_rating_college","net_rating_college","floor_impact_counter_college","PER_college","position_NBA_1","age_NBA_1","team_name_NBA_1","games_played_NBA_1","minutes_played_NBA_1","PER_NBA_1","true_shooting_pct_NBA_1","three_pt_att_rate_NBA_1","free_throw_rate_NBA_1","off_reb_rate_NBA_1","def_reb_rate_NBA_1","tot_reb_rate_NBA_1","assist_rate_NBA_1","steal_rate_NBA_1","block_rate_NBA_1","turnover_rate_NBA_1","usage_rate_NBA_1","off_win_shares_NBA_1","def_win_shares_NBA_1","win_shares_NBA_1","win_shares_per_48_NBA_1","off_BPM_NBA_1","def_BPM_NBA_1","BPM_NBA_1","VORP_NBA_1","position_NBA_2","age_NBA_2","team_name_NBA_2","games_played_NBA_2","minutes_played_NBA_2","PER_NBA_2","true_shooting_pct_NBA_2","three_pt_att_rate_NBA_2","free_throw_rate_NBA_2","off_reb_rate_NBA_2","def_reb_rate_NBA_2","tot_reb_rate_NBA_2","assist_rate_NBA_2","steal_rate_NBA_2","block_rate_NBA_2","turnover_rate_NBA_2","usage_rate_NBA_2","off_win_shares_NBA_2","def_win_shares_NBA_2","win_shares_NBA_2","win_shares_per_48_NBA_2","off_BPM_NBA_2","def_BPM_NBA_2","BPM_NBA_2","VORP_NBA_2","position_NBA_3","age_NBA_3","team_name_NBA_3","games_played_NBA_3","minutes_played_NBA_3","PER_NBA_3","true_shooting_pct_NBA_3","three_pt_att_rate_NBA_3","free_throw_rate_NBA_3","off_reb_rate_NBA_3","def_reb_rate_NBA_3","tot_reb_rate_NBA_3","assist_rate_NBA_3","steal_rate_NBA_3","block_rate_NBA_3","turnover_rate_NBA_3","usage_rate_NBA_3","off_win_shares_NBA_3","def_win_shares_NBA_3","win_shares_NBA_3","win_shares_per_48_NBA_3","off_BPM_NBA_3","def_BPM_NBA_3","BPM_NBA_3","VORP_NBA_3"
"18","Dwayne Jones","SJU",0.526,0.507,104.3,0.147,0.229,0.189,0.057,0.179,0.007,0.09,0.184,-4.6,1.6,106,89.5,16.5,484,18.3,"PF",22,"BOS",14,87,9.2,0.445,0,1.3,0.144,0.287,0.217,0.033,0.006,0.026,0.16,0.099,0,0.1,0.1,0.081,-4.8,-0.3,-5.1,-0.1,"PF",23,"CLE",4,18,-0.5,0.412,0,6,0.063,0.331,0.194,0,0,0,0.355,0.142,-0.1,0,0,-0.068,-13.3,-4,-17.3,-0.1,"PF",24,"CLE",56,472,11.1,0.538,0.021,1.234,0.162,0.177,0.169,0.031,0.011,0.042,0.19,0.086,0.5,0.7,1.2,0.121,-2.9,1.6,-1.2,0.1
"19","Hakim Warrick","SU",0.595,0.556,150.8,0.098,0.156,0.129,0.08,0.124,0.016,0.025,0.27,-4,1.6,121,97,24,492.5,23.8,"PF",23,"MEM",68,724,11,0.499,0,0.504,0.073,0.168,0.121,0.075,0.011,0.023,0.167,0.225,-0.3,1.1,0.8,0.053,-5.3,-0.3,-5.5,-0.6,"PF",24,"MEM",82,2152,15.9,0.592,0.011,0.545,0.072,0.161,0.117,0.06,0.01,0.011,0.154,0.219,3.2,0.5,3.7,0.082,-0.7,-2,-2.8,-0.4,"PF",25,"MEM",75,1754,16.2,0.555,0.074,0.398,0.078,0.15,0.114,0.052,0.01,0.012,0.1,0.216,2.5,0.8,3.3,0.09,-0.9,-2.1,-3.1,-0.5
"20","Ike Diogu","ASU",0.663,0.598,177.3,0.071,0.117,0.094,0.082,0.174,0.01,0.063,0.273,-8.1,1.8,121,110.5,10.5,549.4,29.6,"PF",22,"GSW",69,1031,15.8,0.596,0,0.503,0.1,0.149,0.124,0.049,0.007,0.022,0.161,0.21,1.7,1,2.6,0.123,-2,-1.1,-3.1,-0.3,"PF",23,"IND",42,538,13.5,0.539,0,0.525,0.114,0.188,0.15,0.065,0.005,0.021,0.179,0.228,0.3,0.6,0.9,0.076,-3.5,-1.4,-4.9,-0.4,"PF",24,"IND",30,305,17.2,0.543,0,0.351,0.133,0.171,0.152,0.057,0.011,0.007,0.114,0.248,0.4,0.3,0.7,0.115,-2.1,-3,-5,-0.2
"23","Jarrett Jack","GT",0.643,0.586,182.3,0.009,0.134,0.074,0.262,0.222,0.03,0.003,0.218,-1.1,1.6,114.4,93.4,21,392.8,19.7,"SG",22,"POR",79,1599,12.3,0.528,0.178,0.374,0.013,0.108,0.06,0.232,0.014,0.001,0.17,0.178,1.1,0.1,1.2,0.035,-1.2,-2.4,-3.6,-0.7,"PG",23,"POR",79,2651,14.5,0.571,0.255,0.396,0.008,0.091,0.049,0.262,0.018,0.003,0.184,0.18,3.8,1,4.8,0.087,1.2,-1.3,-0.1,1.3,"SG",24,"POR",82,2229,13,0.558,0.306,0.4,0.016,0.107,0.062,0.227,0.015,0,0.196,0.193,1.6,1.5,3.2,0.069,-0.2,-0.6,-0.8,0.7
"24","Jason Maxiell","UC",0.585,0.545,158.6,0.104,0.135,0.12,0.057,0.127,0.019,0.086,0.23,-4.1,1.7,118.8,90.4,28.4,437.6,22.7,"PF",22,"DET",26,159,8,0.414,0,0.778,0.089,0.121,0.105,0.031,0.014,0.023,0.132,0.249,-0.4,0.2,-0.2,-0.054,-7.7,-2.1,-9.8,-0.3,"C",23,"DET",67,943,14.4,0.518,0,0.523,0.111,0.123,0.117,0.025,0.017,0.049,0.141,0.189,0.3,1.5,1.8,0.091,-3,1,-2,0,"C",24,"DET",82,1768,16.7,0.576,0.002,0.605,0.119,0.174,0.146,0.042,0.007,0.042,0.112,0.17,3.4,2.9,6.3,0.171,-0.5,1.5,1,1.4
"27","Joey Graham","OSU",0.632,0.568,188.6,0.067,0.183,0.128,0.14,0.163,0.019,0.005,0.281,-4.4,1.5,120.7,97.5,23.2,365,23.5,"SF",23,"TOR",80,1581,10.2,0.564,0.21,0.321,0.042,0.151,0.094,0.06,0.012,0.006,0.163,0.165,1,0.3,1.3,0.038,-1.8,-1.7,-3.5,-0.6,"SF",24,"TOR",79,1319,12.9,0.564,0.08,0.338,0.049,0.174,0.11,0.054,0.012,0.002,0.099,0.174,1.7,1.3,3,0.108,-1.8,-0.8,-2.6,-0.2,"SF",25,"TOR",38,331,10.3,0.52,0.027,0.398,0.064,0.177,0.12,0.07,0.005,0,0.148,0.222,0,0.3,0.3,0.04,-4.3,-2.3,-6.6,-0.4
"28","Linas Kleiza","MU",0.511,0.441,140.9,0.073,0.189,0.13,0.131,0.138,0.013,0.01,0.301,-4.8,1.3,104.7,101.7,3,297.4,19.6,"PF",21,"DEN",61,519,13.2,0.51,0.075,0.468,0.087,0.174,0.131,0.046,0.01,0.019,0.071,0.194,0.6,0.6,1.2,0.111,-2.5,-1.7,-4.3,-0.3,"PF",22,"DEN",79,1488,11.1,0.561,0.466,0.285,0.059,0.141,0.101,0.045,0.009,0.007,0.129,0.176,1.6,1.2,2.8,0.09,-0.5,-1.7,-2.3,-0.1,"SF",23,"DEN",79,1889,14.4,0.585,0.42,0.323,0.054,0.135,0.095,0.075,0.011,0.007,0.106,0.189,3.1,1.6,4.7,0.119,1.1,-1.7,-0.6,0.7
"29","Luther Head","U of I",0.611,0.589,166.1,0.022,0.113,0.068,0.218,0.119,0.032,0.008,0.234,2.4,1.3,124.5,94.3,30.3,490.6,22.5,"SG",23,"HOU",80,2310,11.2,0.517,0.497,0.195,0.017,0.116,0.068,0.162,0.021,0.003,0.148,0.166,0.5,2.9,3.5,0.072,-0.6,0.8,0.2,1.3,"SG",24,"HOU",80,2211,13.7,0.584,0.573,0.15,0.016,0.114,0.066,0.148,0.018,0.002,0.155,0.186,2.2,3.4,5.7,0.123,0.8,0.7,1.5,2,"SG",25,"HOU",73,1379,13.6,0.543,0.472,0.17,0.015,0.094,0.055,0.164,0.017,0.005,0.12,0.193,1.5,2,3.5,0.121,0.1,-0.3,-0.2,0.6
"30","Marvin Williams","UNC",0.627,0.545,178.5,0.09,0.214,0.156,0.054,0.147,0.026,0.022,0.212,-4.2,1.6,124.3,89.6,34.8,336.1,21.2,"PF",19,"ATL",79,1952,12.2,0.523,0.1,0.476,0.073,0.165,0.118,0.052,0.013,0.009,0.114,0.169,2.1,0.7,2.8,0.069,-1.7,-1.9,-3.7,-0.8,"PF",20,"ATL",64,2179,12.2,0.51,0.064,0.375,0.046,0.142,0.093,0.097,0.013,0.011,0.134,0.2,0.9,1.4,2.3,0.051,-2,-0.7,-2.7,-0.4,"SF",21,"ATL",80,2765,14.5,0.54,0.011,0.446,0.05,0.142,0.096,0.083,0.015,0.009,0.104,0.201,3.6,2.1,5.7,0.099,-1,-0.6,-1.6,0.3
"31","Nate Robinson","UW",0.587,0.539,163,0.032,0.051,0.041,0.236,0.127,0.037,0.006,0.229,3.4,1.4,127.1,111.8,15.4,424.2,25.6,"PG",21,"NYK",72,1544,12.6,0.512,0.258,0.358,0.044,0.088,0.066,0.17,0.02,0.001,0.148,0.225,1,0.5,1.5,0.046,0.4,-1.9,-1.5,0.2,"PG",22,"NYK",64,1356,15.2,0.552,0.407,0.266,0.049,0.084,0.067,0.119,0.02,0.004,0.11,0.22,2.4,0.8,3.2,0.114,2.1,-1.9,0.2,0.7,"PG",23,"NYK",72,1883,15.3,0.526,0.373,0.251,0.03,0.107,0.067,0.197,0.017,0,0.106,0.231,2.5,0.7,3.2,0.082,2,-2.1,0,0.9
"32","Orien Greene","LA",0.509,0.463,147,0.052,0.139,0.094,0.239,0.229,0.051,0.012,0.22,-1.9,1.2,102.6,92.4,10.1,226.5,16.4,"PG",23,"BOS",80,1235,6.4,0.449,0.158,0.269,0.037,0.104,0.072,0.158,0.032,0.006,0.278,0.146,-1.8,1.4,-0.3,-0.013,-4.6,1.1,-3.4,-0.4,"SG",24,"IND",41,254,6.5,0.432,0.177,0.403,0.054,0.149,0.1,0.136,0.035,0.012,0.277,0.178,-0.6,0.4,-0.2,-0.034,-6,2,-4,-0.1,"SG",25,"SAC",7,61,-3.3,0.273,0.091,0,0,0.114,0.058,0.068,0.025,0.013,0.389,0.132,-0.3,0.1,-0.2,-0.18,-10.8,1,-9.8,-0.1
"33","Rashad McCants","UNC",0.61,0.584,162.2,0.041,0.076,0.06,0.186,0.127,0.027,0.026,0.256,-0.4,1.4,122.2,94.4,27.8,333.2,21.4,"SG",21,"MIN",79,1362,12.6,0.539,0.336,0.198,0.026,0.098,0.063,0.084,0.017,0.012,0.129,0.233,0.2,1.4,1.6,0.058,-1.1,-1.8,-2.9,-0.3,"SG",22,"MIN",37,554,7.2,0.454,0.424,0.328,0.031,0.069,0.051,0.108,0.025,0.01,0.165,0.203,-0.7,0.5,-0.3,-0.023,-3.4,-1,-4.4,-0.3,"SG",23,"MIN",75,2020,14.6,0.55,0.37,0.164,0.028,0.092,0.059,0.141,0.017,0.007,0.145,0.264,0.9,0.8,1.7,0.04,1.4,-2.4,-1.1,0.5
"34","Raymond Felton","UNC",0.589,0.561,159.6,0.023,0.114,0.072,0.343,0.247,0.034,0.01,0.204,2.8,1.4,113.6,93.1,20.5,456.5,18,"PG",21,"CHA",80,2406,14.2,0.483,0.307,0.251,0.035,0.097,0.064,0.309,0.022,0.003,0.157,0.214,0.8,1.8,2.6,0.051,0.7,-0.8,0,1.2,"PG",22,"CHA",78,2832,13.5,0.481,0.305,0.25,0.021,0.093,0.056,0.32,0.022,0.003,0.168,0.219,0.2,2.1,2.3,0.039,0.2,-0.9,-0.7,1,"PG",23,"CHA",79,2972,13.8,0.5,0.201,0.326,0.014,0.077,0.046,0.324,0.017,0.003,0.157,0.208,2,1.4,3.4,0.054,-0.2,-1.9,-2.1,-0.1
"35","Ronnie Price","UVU",0.547,0.502,157.5,0.024,0.095,0.06,0.212,0.12,0.034,0.006,0.359,-3,1.3,111,102.6,8.4,328.2,26.3,"PG",22,"SAC",29,150,10.5,0.474,0.466,0.207,0.039,0.077,0.058,0.121,0.021,0,0.136,0.224,-0.1,0.1,0.1,0.021,-2.5,-2.7,-5.2,-0.1,"PG",23,"SAC",58,563,10.5,0.489,0.378,0.32,0.031,0.119,0.074,0.137,0.025,0.005,0.144,0.183,-0.1,0.5,0.4,0.035,-2.2,-0.8,-3,-0.1,"PG",24,"UTA",61,588,12.3,0.516,0.368,0.186,0.017,0.078,0.048,0.194,0.028,0.004,0.12,0.191,0.5,0.6,1.1,0.094,0.1,-1.4,-1.3,0.1
"36","Ronny Turiaf","GU",0.571,0.511,147.7,0.081,0.21,0.15,0.094,0.139,0.008,0.068,0.258,-3.9,1.6,116.6,99.3,17.3,411.4,23.9,"C",23,"LAL",23,161,12.2,0.537,0,0.9,0.081,0.19,0.135,0.075,0.01,0.047,0.143,0.138,0.2,0.2,0.4,0.115,-3.6,1.4,-2.2,0,"C",24,"LAL",72,1087,15.5,0.586,0.004,0.5,0.096,0.183,0.139,0.091,0.008,0.055,0.137,0.157,1.9,1.1,3.1,0.137,-1.2,1.5,0.2,0.6,"C",25,"LAL",78,1458,15,0.539,0.003,0.469,0.075,0.154,0.116,0.127,0.01,0.053,0.131,0.167,2,2.1,4.2,0.137,-1.5,2.6,1.1,1.1
"37","Ryan Gomes","PROV",0.583,0.548,164.6,0.086,0.156,0.123,0.186,0.117,0.024,0.004,0.274,-0.8,1.3,121.9,102.4,19.5,499.9,24.7,"PF",23,"BOS",61,1376,14,0.548,0.025,0.42,0.093,0.169,0.132,0.068,0.013,0.003,0.116,0.159,1.9,1.2,3.1,0.108,-1.1,-0.8,-1.9,0.1,"PF",24,"BOS",73,2275,13.7,0.534,0.058,0.322,0.064,0.152,0.107,0.092,0.011,0.004,0.113,0.185,2.5,1.7,4.2,0.089,-0.7,-0.5,-1.2,0.5,"PF",25,"MIN",82,2434,15.7,0.539,0.209,0.267,0.061,0.168,0.113,0.096,0.014,0.003,0.091,0.195,3.6,1.2,4.8,0.096,0.7,-1,-0.3,1.1
"38","Salim Stoudamire","U of A",0.689,0.647,191.8,0.006,0.047,0.027,0.127,0.15,0.017,0.004,0.238,-3.1,1.6,129.4,114.9,14.6,357.5,23.8,"SG",23,"ATL",61,1236,12.5,0.545,0.439,0.224,0.011,0.104,0.056,0.105,0.012,0.002,0.132,0.229,1.1,0,1.2,0.046,-0.2,-4.3,-4.5,-0.8,"SG",24,"ATL",61,1034,11.4,0.518,0.365,0.16,0.007,0.08,0.043,0.109,0.011,0.002,0.108,0.227,0.5,0.3,0.8,0.036,-1.2,-4.2,-5.4,-0.9,"PG",25,"ATL",35,402,11.1,0.495,0.472,0.278,0.012,0.058,0.035,0.119,0.009,0.009,0.094,0.252,0.1,0.1,0.3,0.031,-1.2,-5,-6.2,-0.4
"39","Shavlik Randolph","DUKE",0.436,0.406,115.7,0.11,0.134,0.123,0.087,0.171,0.031,0.066,0.154,-2,1.1,99.3,88.7,10.7,153.8,13.2,"PF",22,"PHI",57,487,12.6,0.511,0,0.732,0.132,0.188,0.16,0.059,0.02,0.019,0.141,0.14,0.5,0.5,1.1,0.105,-2.4,0,-2.4,0,"PF",23,"PHI",13,179,15.3,0.503,0,0.458,0.128,0.234,0.181,0.037,0.021,0.043,0.135,0.172,0.1,0.3,0.4,0.102,-3.3,1.3,-2,0,"PF",24,"PHI",9,27,15.6,0.286,0,0,0.392,0.089,0.242,0.178,0.02,0.089,0.125,0.267,-0.1,0,0,-0.012,-0.5,4.4,3.9,0
"40","Stephen Graham","OSU",0.574,0.52,164,0.06,0.141,0.103,0.102,0.214,0.018,0.005,0.203,-4.6,1.5,106.2,99.4,6.8,131.4,13.8,"SG",23,"CHI",3,20,2.4,0.425,0.8,0.4,0,0.171,0.086,0.071,0,0,0.145,0.155,0,0,0,-0.002,-5.1,-2,-7.1,0,"SG",24,"POR",14,165,5.4,0.512,0.275,0.225,0.044,0.115,0.079,0.049,0.013,0.005,0.228,0.162,-0.2,0.1,-0.1,-0.027,-4.2,-1.6,-5.8,-0.2,"SF",25,"IND",22,128,21.9,0.669,0.241,0.276,0.033,0.156,0.093,0.135,0.015,0.006,0.133,0.254,0.3,0.1,0.4,0.167,2,-2.4,-0.4,0.1
"44","Von Wafer","FSU",0.572,0.551,155.4,0.008,0.102,0.057,0.142,0.134,0.024,0.011,0.246,-2.2,1.3,109.6,103.4,6.2,199.8,17.9,"SG",20,"LAL",16,73,-1.6,0.241,0.447,0.211,0.081,0.048,0.064,0.082,0.022,0,0.024,0.266,-0.3,0.1,-0.3,-0.174,-7.4,-4.8,-12.2,-0.2,"SF",21,"LAC",1,1,-40.7,0,1,0,0,0,0,0,0,0,0,0.462,0,0,0,-1.068,-24.8,-16.3,-41.1,0,"SG",22,"TOT",29,154,1,0.347,0.426,0.197,0.007,0.131,0.07,0.066,0.006,0.015,0.164,0.227,-0.6,0.1,-0.5,-0.163,-9.2,-2.9,-12.1,-0.4
