"","Player","team_name_college","true_shooting_pct_college","effective_field_goal_pct_college","total_shooting_pct_college","off_reb_rate_college","def_reb_rate_college","tot_reb_rate_college","assist_rate_college","turnover_rate_college","steal_rate_college","block_rate_college","usage_rate_college","pure_point_rating_college","points_per_shot_college","off_rating_college","def_rating_college","net_rating_college","floor_impact_counter_college","PER_college","position_NBA_1","age_NBA_1","team_name_NBA_1","games_played_NBA_1","minutes_played_NBA_1","PER_NBA_1","true_shooting_pct_NBA_1","three_pt_att_rate_NBA_1","free_throw_rate_NBA_1","off_reb_rate_NBA_1","def_reb_rate_NBA_1","tot_reb_rate_NBA_1","assist_rate_NBA_1","steal_rate_NBA_1","block_rate_NBA_1","turnover_rate_NBA_1","usage_rate_NBA_1","off_win_shares_NBA_1","def_win_shares_NBA_1","win_shares_NBA_1","win_shares_per_48_NBA_1","off_BPM_NBA_1","def_BPM_NBA_1","BPM_NBA_1","VORP_NBA_1","position_NBA_2","age_NBA_2","team_name_NBA_2","games_played_NBA_2","minutes_played_NBA_2","PER_NBA_2","true_shooting_pct_NBA_2","three_pt_att_rate_NBA_2","free_throw_rate_NBA_2","off_reb_rate_NBA_2","def_reb_rate_NBA_2","tot_reb_rate_NBA_2","assist_rate_NBA_2","steal_rate_NBA_2","block_rate_NBA_2","turnover_rate_NBA_2","usage_rate_NBA_2","off_win_shares_NBA_2","def_win_shares_NBA_2","win_shares_NBA_2","win_shares_per_48_NBA_2","off_BPM_NBA_2","def_BPM_NBA_2","BPM_NBA_2","VORP_NBA_2","position_NBA_3","age_NBA_3","team_name_NBA_3","games_played_NBA_3","minutes_played_NBA_3","PER_NBA_3","true_shooting_pct_NBA_3","three_pt_att_rate_NBA_3","free_throw_rate_NBA_3","off_reb_rate_NBA_3","def_reb_rate_NBA_3","tot_reb_rate_NBA_3","assist_rate_NBA_3","steal_rate_NBA_3","block_rate_NBA_3","turnover_rate_NBA_3","usage_rate_NBA_3","off_win_shares_NBA_3","def_win_shares_NBA_3","win_shares_NBA_3","win_shares_per_48_NBA_3","off_BPM_NBA_3","def_BPM_NBA_3","BPM_NBA_3","VORP_NBA_3"
"17","Deyonta Davis","MSU",0.601,0.598,120.3,0.136,0.191,0.165,0.075,0.121,0.008,0.102,0.192,-2,1.3,121.4,90,31.4,287.8,22.3,"C",20,"MEM",36,238,10.6,0.528,0,0.383,0.093,0.198,0.144,0.013,0.007,0.068,0.127,0.12,0.1,0.4,0.5,0.097,-5.4,1.8,-3.7,-0.1,"C",21,"MEM",62,943,16.6,0.621,0,0.215,0.09,0.22,0.153,0.071,0.008,0.039,0.099,0.153,1.9,0.8,2.7,0.138,-1.3,0.4,-0.9,0.3,"C",22,"ATL",9,118,15.6,0.682,0.045,0.455,0.087,0.237,0.16,0.058,0.012,0.037,0.102,0.101,0.3,0.1,0.4,0.145,-1.7,1,-0.7,0
"18","Domantas Sabonis","GU",0.654,0.618,173.8,0.118,0.282,0.207,0.113,0.161,0.011,0.027,0.256,-4.5,1.6,124.5,90.2,34.2,580.1,27.6,"PF",20,"OKC",81,1632,6.9,0.469,0.331,0.139,0.031,0.164,0.098,0.072,0.012,0.016,0.14,0.154,-1,1.8,0.8,0.022,-4.7,-0.1,-4.8,-1.2,"C",21,"IND",74,1810,17.5,0.567,0.056,0.339,0.104,0.252,0.178,0.127,0.011,0.016,0.153,0.221,2.5,2.2,4.7,0.126,-0.8,0.5,-0.3,0.8,"C",22,"IND",74,1838,21.9,0.63,0.024,0.416,0.115,0.298,0.208,0.182,0.013,0.015,0.162,0.235,4.3,3.3,7.6,0.197,1.5,2.2,3.7,2.6
"19","Dorian Finney-Smith","UF",0.569,0.528,153.8,0.079,0.194,0.135,0.132,0.127,0.016,0.026,0.225,-1.6,1.4,116.8,96,20.9,455.1,21.1,"PF",23,"DAL",81,1642,7.7,0.486,0.574,0.183,0.037,0.124,0.079,0.06,0.016,0.014,0.111,0.116,-0.1,1.5,1.4,0.041,-2.8,1.3,-1.4,0.2,"PF",24,"DAL",21,448,7.6,0.482,0.554,0.124,0.053,0.136,0.093,0.084,0.011,0.008,0.141,0.151,-0.2,0.3,0.1,0.015,-2.8,-0.3,-3.1,-0.1,"SF",25,"DAL",81,1985,11,0.53,0.481,0.195,0.075,0.134,0.105,0.069,0.017,0.015,0.114,0.14,1.2,2,3.3,0.079,-1,1.1,0.2,1.1
"20","Fred VanVleet","WSU",0.523,0.461,158.7,0.014,0.117,0.064,0.391,0.13,0.037,0.004,0.24,7.1,1.2,115.1,86.2,28.9,332,21.3,"PG",22,"TOR",37,294,10.5,0.443,0.261,0.198,0.015,0.146,0.081,0.175,0.028,0.009,0.111,0.206,-0.1,0.4,0.2,0.04,-3.2,0,-3.2,-0.1,"PG",23,"TOR",76,1520,15.9,0.556,0.479,0.185,0.019,0.115,0.068,0.228,0.022,0.01,0.112,0.191,2.7,2,4.7,0.149,1.9,0.1,1.9,1.5,"PG",24,"TOR",64,1760,13.7,0.539,0.493,0.192,0.013,0.087,0.051,0.239,0.016,0.009,0.112,0.179,2.4,1.9,4.3,0.117,0.7,-0.7,0,0.9
"21","Georges Niang","ISU",0.625,0.6,174.5,0.048,0.156,0.106,0.192,0.138,0.015,0.018,0.287,-1.2,1.4,118.6,103.7,14.9,482.4,24.6,"PF",23,"IND",23,93,0.1,0.285,0.333,0.056,0.024,0.179,0.103,0.075,0.016,0,0.119,0.202,-0.4,0.1,-0.3,-0.168,-9.9,-2.2,-12,-0.2,"PF",24,"UTA",9,32,9.2,0.379,0.364,0.182,0.108,0.211,0.16,0.14,0.031,0,0.202,0.209,-0.1,0.1,0,-0.029,-5.5,1.4,-4,0,"PF",25,"UTA",59,516,13,0.613,0.58,0.133,0.024,0.157,0.091,0.101,0.009,0.009,0.107,0.178,0.7,0.7,1.3,0.123,-0.2,-0.8,-1.1,0.1
"22","Henry Ellenson","MU",0.534,0.48,148.3,0.078,0.241,0.165,0.11,0.129,0.014,0.044,0.267,-3.4,1.3,106.3,97.4,8.9,437.6,20.1,"PF",20,"DET",19,146,7.5,0.444,0.547,0.125,0.058,0.256,0.153,0.072,0.003,0.006,0.172,0.247,-0.4,0.2,-0.2,-0.071,-5.8,-2.4,-8.2,-0.2,"PF",21,"DET",38,329,10.5,0.476,0.411,0.199,0.033,0.243,0.136,0.094,0.008,0,0.102,0.238,-0.2,0.4,0.1,0.02,-4.3,-2.6,-6.8,-0.4,"PF",22,"DET",2,25,14.8,0.551,0.4,0.2,0,0.409,0.197,0.062,0,0,0,0.188,0,0,0.1,0.149,-3.7,-2.9,-6.6,0
"25","Jake Layman","UMD",0.64,0.602,172.7,0.043,0.144,0.099,0.069,0.156,0.021,0.033,0.179,-3,1.5,118.8,98.2,20.6,343.9,17.6,"SF",22,"POR",35,249,4.9,0.404,0.573,0.191,0.027,0.08,0.053,0.062,0.018,0.01,0.102,0.19,-0.4,0.1,-0.3,-0.054,-4.7,-2.7,-7.4,-0.3,"SF",23,"POR",35,160,4.9,0.352,0.426,0.064,0.028,0.081,0.055,0.094,0.019,0.02,0.094,0.146,-0.3,0.2,-0.1,-0.021,-5.3,0.4,-5,-0.1,"SF",24,"POR",71,1327,13.5,0.594,0.427,0.167,0.046,0.126,0.087,0.056,0.011,0.018,0.092,0.159,1.9,1.2,3.1,0.111,0.4,-0.6,-0.3,0.6
"26","Jamal Murray","UK",0.59,0.559,164.4,0.049,0.111,0.082,0.121,0.121,0.016,0.009,0.272,-2.5,1.3,120.5,101.2,19.2,415.8,21.6,"SG",19,"DEN",82,1764,11.9,0.518,0.471,0.164,0.026,0.107,0.067,0.14,0.014,0.011,0.126,0.216,0.6,0.7,1.3,0.037,-0.5,-2.1,-2.6,-0.3,"PG",20,"DEN",81,2565,16.1,0.576,0.411,0.238,0.036,0.094,0.065,0.164,0.015,0.009,0.128,0.228,4.3,1.2,5.5,0.103,1.8,-2,-0.2,1.2,"PG",21,"DEN",75,2447,16,0.538,0.353,0.19,0.029,0.112,0.07,0.224,0.013,0.01,0.111,0.249,2.8,2.3,5.1,0.1,1.1,-1,0.1,1.3
"27","Jaylen Brown","Cal",0.518,0.471,138,0.045,0.165,0.108,0.151,0.179,0.017,0.022,0.314,-6.5,1.3,98.3,96.1,2.2,235.6,16.9,"SF",20,"BOS",78,1341,10.3,0.539,0.319,0.293,0.038,0.144,0.091,0.072,0.013,0.011,0.125,0.181,0.2,1.3,1.5,0.053,-3.1,-0.9,-4,-0.7,"SG",21,"BOS",70,2152,13.6,0.562,0.381,0.29,0.034,0.14,0.088,0.085,0.016,0.01,0.12,0.214,1.2,3.2,4.5,0.1,-0.6,0.4,-0.2,1,"SG",22,"BOS",74,1913,13.5,0.547,0.348,0.255,0.036,0.139,0.087,0.077,0.017,0.015,0.101,0.221,0.7,2.4,3,0.076,-1.5,-0.6,-2.1,0
"28","Kris Dunn","PROV",0.541,0.499,151.4,0.036,0.149,0.09,0.42,0.188,0.043,0.019,0.281,2,1.3,106.2,94.3,11.9,449,22.2,"PG",22,"MIN",78,1333,8.1,0.432,0.233,0.188,0.021,0.126,0.073,0.194,0.03,0.023,0.208,0.142,-1.2,1.3,0.1,0.004,-3.7,1.5,-2.2,-0.1,"PG",23,"CHI",52,1525,14.5,0.488,0.201,0.171,0.016,0.144,0.078,0.333,0.033,0.016,0.173,0.247,-1,1.9,0.9,0.027,-1.4,1.4,-0.1,0.7,"PG",24,"CHI",46,1389,12.4,0.484,0.19,0.136,0.015,0.133,0.073,0.3,0.024,0.013,0.162,0.201,-0.5,1.2,0.6,0.022,-2,0.3,-1.8,0.1
"29","Malachi Richardson","SU",0.51,0.465,144.1,0.017,0.121,0.069,0.128,0.14,0.021,0.009,0.232,-2.3,1.2,102.6,101.3,1.3,256.9,13.5,"SG",21,"SAC",22,198,9.6,0.517,0.412,0.279,0.018,0.115,0.067,0.087,0.013,0.005,0.095,0.193,0,0.1,0.1,0.028,-2.5,-3,-5.5,-0.2,"SG",22,"SAC",25,319,5.8,0.445,0.443,0.25,0.017,0.104,0.059,0.057,0.016,0.003,0.093,0.152,-0.2,0.1,-0.1,-0.016,-4.3,-2,-6.3,-0.3,"SG",23,"TOR",22,103,0.9,0.481,0.862,0.172,0.022,0.112,0.068,0,0.005,0,0.204,0.164,-0.2,0.1,-0.1,-0.06,-6.3,-4.5,-10.8,-0.2
"32","Malcolm Brogdon","UVA",0.585,0.532,174.5,0.021,0.133,0.079,0.195,0.083,0.018,0.009,0.283,2.2,1.3,122.7,98.9,23.7,425.5,23.9,"SG",24,"MIL",75,1982,14.9,0.555,0.304,0.198,0.028,0.096,0.063,0.243,0.022,0.005,0.141,0.185,2.6,1.5,4.1,0.1,0.6,-1.1,-0.5,0.8,"PG",25,"MIL",48,1436,14.3,0.578,0.32,0.169,0.019,0.108,0.064,0.163,0.014,0.008,0.109,0.191,2,0.7,2.7,0.091,0.6,-1.9,-1.3,0.2,"SG",26,"MIL",64,1832,17.8,0.614,0.326,0.203,0.038,0.117,0.08,0.162,0.012,0.006,0.1,0.207,4.2,2.3,6.5,0.171,1.9,-0.3,1.5,1.6
"33","Malik Beasley","FSU",0.583,0.541,167.1,0.05,0.151,0.101,0.098,0.115,0.018,0.006,0.242,-2.4,1.3,117.5,104,13.5,324.8,19.8,"SG",20,"DEN",22,165,13.7,0.536,0.384,0.137,0.034,0.08,0.057,0.102,0.021,0,0.094,0.22,0.1,0.1,0.2,0.057,-0.5,-3.5,-3.9,-0.1,"SG",21,"DEN",62,583,9,0.509,0.461,0.185,0.027,0.11,0.069,0.074,0.013,0.01,0.111,0.162,0.1,0.3,0.3,0.028,-2.8,-2.4,-5.1,-0.5,"SG",22,"DEN",81,1879,14.2,0.599,0.55,0.09,0.02,0.095,0.058,0.075,0.014,0.005,0.067,0.187,2.9,1.6,4.5,0.115,1.4,-1.9,-0.5,0.7
"34","Marquese Chriss","UW",0.586,0.562,156.6,0.098,0.116,0.107,0.063,0.147,0.019,0.058,0.242,-5.4,1.4,112.2,101,11.2,300.5,20.4,"PF",19,"PHO",82,1743,12.3,0.529,0.354,0.286,0.058,0.161,0.108,0.052,0.018,0.032,0.132,0.197,0.3,1.5,1.8,0.05,-1.6,0,-1.6,0.2,"PF",20,"PHO",72,1527,11.1,0.509,0.398,0.331,0.052,0.227,0.138,0.081,0.016,0.037,0.164,0.181,-0.8,1.5,0.7,0.023,-3.3,1.3,-2,0,"PF",21,"HOU",16,104,3.4,0.391,0.441,0.206,0.073,0.228,0.149,0.082,0.009,0.033,0.244,0.205,-0.3,0.1,-0.2,-0.101,-9.2,-0.2,-9.4,-0.2
"37","Pascal Siakam","NMSU",0.569,0.541,141.7,0.135,0.235,0.188,0.118,0.1,0.017,0.065,0.291,-2.6,1.4,119.4,86,33.4,612.8,29.6,"PF",22,"TOR",55,859,11.5,0.523,0.034,0.156,0.084,0.159,0.122,0.029,0.015,0.045,0.131,0.131,0.4,1.2,1.6,0.089,-3,1.9,-1.1,0.2,"PF",23,"TOR",81,1679,14.5,0.549,0.265,0.175,0.054,0.186,0.121,0.135,0.018,0.02,0.111,0.157,2.1,2.5,4.7,0.133,0,2.2,2.1,1.7,"PF",24,"TOR",80,2548,18.7,0.628,0.226,0.32,0.054,0.175,0.116,0.146,0.014,0.017,0.125,0.208,5.7,3.6,9.3,0.175,2,1.4,3.4,3.5
"38","Patrick McCaw","UNLV",0.591,0.56,160.5,0.036,0.125,0.081,0.227,0.142,0.039,0.012,0.203,1.5,1.3,117.1,94.9,22.2,429.2,20.1,"SG",21,"GSW",71,1074,8.6,0.54,0.502,0.151,0.023,0.076,0.051,0.09,0.014,0.011,0.121,0.119,0.5,1.2,1.7,0.077,-1.6,-0.2,-1.8,0.1,"SG",22,"GSW",57,961,7.4,0.477,0.356,0.151,0.02,0.072,0.048,0.106,0.022,0.008,0.146,0.128,-0.3,0.8,0.6,0.029,-2.9,-0.5,-3.4,-0.3,"SG",23,"TOT",29,397,7.5,0.532,0.444,0.238,0.02,0.109,0.065,0.092,0.028,0.004,0.196,0.094,0,0.5,0.5,0.065,-2.8,1.6,-1.2,0.1
"41","Ron Baker","WSU",0.557,0.509,156.7,0.019,0.161,0.087,0.217,0.109,0.029,0.025,0.231,2,1.3,116.4,87.1,29.3,396.4,21,"SG",23,"NYK",52,857,7.5,0.456,0.396,0.198,0.015,0.108,0.062,0.173,0.02,0.008,0.192,0.148,-0.6,0.5,-0.1,-0.008,-3.5,-0.9,-4.4,-0.5,"SG",24,"NYK",29,385,9.3,0.504,0.559,0.441,0.014,0.072,0.043,0.155,0.033,0.013,0.204,0.1,0.1,0.4,0.5,0.059,-1.9,0.9,-1,0.1,"SG",25,"NYK",11,107,4.4,0.376,0.563,0.375,0.01,0.06,0.034,0.161,0.023,0,0.139,0.086,0,0,0,0.002,-4.6,-1.4,-6,-0.1
"48","Troy Williams","IU",0.587,0.553,155.1,0.069,0.191,0.133,0.139,0.191,0.025,0.031,0.264,-5.1,1.5,111.1,97.6,13.5,336.2,21,"SF",22,"MEM",24,418,7.8,0.474,0.333,0.203,0.016,0.11,0.062,0.072,0.03,0.021,0.163,0.174,-0.6,0.6,0,0.004,-4.6,1.5,-3,-0.1,"SF",23,"NYK",17,290,16.2,0.572,0.33,0.27,0.081,0.145,0.113,0.077,0.032,0.012,0.139,0.196,0.3,0.3,0.6,0.105,0.6,0.3,0.9,0.2,"SF",24,"SAC",21,312,10.5,0.531,0.449,0.153,0.039,0.159,0.097,0.047,0.015,0.022,0.079,0.15,0.1,0.3,0.4,0.064,-2.3,-0.3,-2.6,0
"57","Tyler Ulis","UK",0.567,0.497,163.5,0.017,0.071,0.045,0.34,0.114,0.023,0.003,0.233,7.5,1.4,129.2,102.5,26.7,484.9,22.6,"PG",21,"PHO",61,1123,13,0.474,0.181,0.162,0.019,0.075,0.046,0.305,0.02,0.004,0.141,0.203,0.3,0.4,0.7,0.029,-1.5,-2.5,-4,-0.6,"PG",22,"PHO",71,1658,10.1,0.465,0.265,0.183,0.015,0.068,0.041,0.28,0.02,0.003,0.176,0.185,-0.7,0.5,-0.2,-0.006,-2.8,-2.4,-5.2,-1.3,"PG",23,"CHI",1,1,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,-0.015,-6.7,-0.4,-7.1,0
"58","Wade Baldwin","VU",0.571,0.492,163.2,0.015,0.117,0.07,0.337,0.182,0.023,0.01,0.253,2.4,1.5,112.8,96.7,16.1,348,19.7,"PG",20,"MEM",33,405,6.5,0.404,0.191,0.322,0.03,0.102,0.065,0.228,0.023,0.017,0.229,0.191,-0.8,0.5,-0.3,-0.041,-6.2,0.5,-5.7,-0.4,"PG",21,"POR",7,80,16.6,0.748,0.238,0.476,0.014,0.095,0.055,0.098,0.012,0.01,0.136,0.161,0.2,0.1,0.3,0.187,1.1,-1.1,0,0,"PG",22,"POR",16,94,1.3,0.396,0.273,0.333,0.023,0.144,0.085,0.166,0.005,0.017,0.27,0.233,-0.4,0.1,-0.3,-0.153,-9.3,-1.4,-10.7,-0.2
"59","Wayne Selden","KU",0.576,0.566,147.7,0.033,0.095,0.066,0.162,0.135,0.014,0.01,0.231,-0.4,1.3,114.1,99.9,14.2,315.5,17,"SG",22,"MEM",11,189,6.2,0.475,0.42,0.36,0.006,0.062,0.033,0.099,0.011,0.005,0.134,0.161,-0.1,0.1,0,-0.002,-4.1,-1.9,-6,-0.2,"SG",23,"MEM",35,692,11.8,0.551,0.454,0.219,0.026,0.068,0.047,0.16,0.013,0.007,0.155,0.226,0.1,0.2,0.3,0.023,-0.7,-3.3,-4,-0.4,"SG",24,"CHI",43,984,8.1,0.489,0.345,0.196,0.023,0.128,0.075,0.108,0.011,0.006,0.138,0.18,-0.8,0.4,-0.4,-0.019,-3.7,-1.4,-5.1,-0.8
